batch,gen_loss
0,34.3015213012695
1,36.2542724609375
2,22.6118850708008
3,34.9036331176758
4,32.8000755310059
5,35.518180847168
6,36.5059471130371
7,37.2966766357422
8,36.6274604797363
9,37.7087669372559
10,37.7130851745605
11,36.97021484375
12,38.5526733398437
13,37.7321472167969
14,37.5407600402832
15,38.3189430236816
16,34.7697830200195
17,7.31956958770752
18,34.435546875
19,39.4884872436523
20,42.1558723449707
21,43.0061187744141
22,42.2467651367188
23,43.0496978759766
24,41.992546081543
25,37.8958740234375
26,32.6222991943359
27,30.4524993896484
28,29.2379589080811
29,28.7030735015869
30,24.2610206604004
31,25.30149269104
32,26.3814697265625
33,23.2064933776855
34,25.0276393890381
35,24.8756675720215
36,26.0424270629883
37,23.5922203063965
38,18.4850158691406
39,52.2686462402344
40,51.9862976074219
41,53.2538566589355
42,39.4427795410156
43,32.1866111755371
44,54.8869705200195
45,56.239990234375
46,61.1781425476074
47,50.7538986206055
48,45.0056571960449
49,40.3286361694336
50,37.6686706542969
51,28.5898723602295
52,41.3080940246582
53,47.3239250183106
54,34.58349609375
55,32.1992111206055
56,31.5125465393066
57,25.5678195953369
58,28.7102184295654
59,24.0896015167236
60,32.5986557006836
61,39.7862396240234
62,38.5912399291992
63,35.2461891174316
64,38.7759971618652
65,36.9486541748047
66,34.6360549926758
67,28.5188961029053
68,26.6539249420166
69,32.8061790466309
70,32.8438911437988
71,37.2975158691406
72,32.9771957397461
73,22.5745372772217
74,77.7625198364258
75,66.7735977172852
76,61.7992820739746
77,59.4287300109863
78,58.4406623840332
79,51.1343650817871
80,47.9621391296387
81,46.204345703125
82,44.4866409301758
83,44.242488861084
84,44.0817031860352
85,44.4277153015137
86,44.5446586608887
87,42.6874389648438
88,44.6088027954102
89,43.7228469848633
90,43.9145393371582
91,44.5217781066895
92,43.6271095275879
93,44.058952331543
94,40.4795188903809
95,43.6607131958008
96,44.1158447265625
97,43.5552864074707
98,44.052059173584
99,44.4580345153809
100,43.0340614318848
101,44.4973640441895
102,42.9054870605469
103,44.0196228027344
104,44.5506820678711
105,44.3256340026855
106,44.7580986022949
107,44.2278900146484
108,43.0819702148438
109,44.2724342346191
110,43.7347450256348
111,44.460865020752
112,43.6284523010254
113,43.8866882324219
114,44.0849151611328
115,44.1753196716309
116,44.3108749389648
117,44.0601463317871
118,43.1355857849121
119,43.3381500244141
120,43.9361953735352
121,44.4310188293457
122,43.8628997802734
123,44.5931053161621
124,44.4356498718262
125,44.3296279907227
126,43.9726409912109
127,44.570613861084
128,44.3918647766113
129,44.3027954101563
130,43.586540222168
131,43.9470024108887
132,43.919319152832
133,43.5241241455078
134,43.5865135192871
135,43.9009475708008
136,41.7202644348145
137,42.4978256225586
138,44.2571029663086
139,43.8761177062988
140,43.6882400512695
141,44.1824455261231
142,44.5467262268066
143,43.806209564209
144,44.5575485229492
145,44.6535186767578
146,44.1307640075684
147,44.4919090270996
148,44.4092178344727
149,44.1063842773437
150,44.1066055297852
151,43.634204864502
152,44.7166328430176
153,44.4552001953125
154,44.4713172912598
155,43.7397689819336
156,44.1432228088379
157,43.0624618530274
158,43.8869819641113
159,44.5738067626953
160,44.2819442749024
161,43.5974197387695
162,44.4543037414551
163,43.9441184997559
164,43.4033279418945
165,43.0825042724609
166,43.5014724731445
167,44.5441741943359
168,44.4369087219238
169,43.1943702697754
170,44.3632621765137
171,44.2369079589844
172,41.7827186584473
173,44.4034004211426
174,44.3518142700195
175,43.5947647094727
176,43.4040603637695
177,44.066276550293
178,44.6561164855957
179,43.9589691162109
180,43.9815139770508
181,44.4002418518066
182,44.283935546875
183,44.5582008361816
184,44.6115226745606
185,44.4198188781738
